"duration","response_date","responseid","consent_1","consent_2","consent_3","failed_vpn_1","failed_vpn_2","failed_vpn_3","tutorial_slider_ck","tutorial_age_ck","tutorial_occ_ck","tutorial_resource_ck","attention_ck_midsurvey","importance_age","importance_race","importance_nchildren","importance_political","importance_criminal","importance_health","importance_occupation","importance_upbrinding","decision_style","decision_style_text","demog_age","demog_race","demog_race_text","demog_education","demog_work","demog_work_text","demog_political","demog_strong_dem","demog_strong_rep","demog_party_closeness","demog_liberal_conserv","demog_strong_lib","demog_strong_cons","demog_closer_lib","feedback","embeddedCode"
680,"2020-11-23 07:51:23","R_25Gy6x2fAPuE3dA","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Very Important","Low importance","Extremely Important","Very Important","Extremely Important","Low importance","I compared the two persons attribute by attribute","",65,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","",50.3687380972246
905,"2020-11-23 07:51:52","R_2wvtRzNBu6LUT4c","Yes","Yes","Yes",NA,NA,NA,24,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Low importance","Low importance","Not at all important","Moderately Important","Moderately Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",42,"Caucasian/White (non-Hispanic)","","4-year college degree","I work part time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",38.1168255294014
481,"2020-11-23 07:52:15","R_3e4YxPziZhgvF20","Yes","Yes","Yes",NA,NA,NA,51,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Not at all important","Not at all important","Moderately Important","Moderately Important","Extremely Important","Extremely Important","I compared the two persons attribute by attribute","",35,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Moderate","","","Closer to conservatives","",26.9474719094456
345,"2020-11-23 07:52:28","R_3kGnoWPpLlHpm0K","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Low importance","Low importance","Not at all important","Not at all important","Extremely Important","Not at all important","Low importance","I compared the two persons attribute by attribute","",47,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",52.0480230217911
994,"2020-11-23 07:54:07","R_QmRqqDeddGfaW1H","Yes","Yes","Yes",NA,NA,NA,75,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin,Location","Very Important","Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","I compared the two persons attribute by attribute","",37,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","Good survey",21.3982348028566
683,"2020-11-23 07:54:31","R_ykm8dmUr8m3MRBT","Yes","Yes","Yes",NA,NA,NA,79,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Low importance","Not at all important","Not at all important","Slightly important","Slightly important","Not at all important","Extremely Important","Not at all important","I compared the two persons attribute by attribute","",36,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",13.5650372671813
870,"2020-11-23 07:54:39","R_2P1Y9YXEJ3mSQ5c","Yes","Yes","Yes",NA,NA,NA,69,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Not at all important","Not at all important","Not at all important","Very Important","Not at all important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",26,"Caucasian/White (non-Hispanic)","","High school graduate","I work part time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",21.1005742263749
900,"2020-11-23 07:55:32","R_Caj9lBcggCKuvIt","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Very Important","Slightly important","Moderately Important","Low importance","Slightly important","Not at all important","Not at all important","I followed a different strategy (please explain below):","I think white patriots should be the first to get help, in other words white republicans because they love America and helped to build it. Everyone else wishes to destroy it so they should be last to receive help",28,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","",31.586512997883
746,"2020-11-23 07:57:51","R_2PuS0qaUdFckVfL","Yes","Yes","Yes",NA,NA,NA,84,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Very Important","Not at all important","Neutral","Moderately Important","Not at all important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",59,"Asian/Pacific Islanders","","2-year college degree","I work full time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","So well presented and worded. Thank you!",48.3637414475353
637,"2020-11-23 07:57:57","R_2ON4bLAAk9AY18b","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Not at all important","Not at all important","Not at all important","Very Important","Very Important","Not at all important","I compared the two persons attribute by attribute","",44,"Caucasian/White (non-Hispanic)","","High school graduate","I work part time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",36.4703424008261
2331,"2020-11-23 07:58:01","R_2flCGNYg4xTeaZL","Yes","Yes","Yes",NA,NA,NA,0,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Low importance","Not at all important","Very Important","Neutral","Low importance","Neutral","I compared the two persons attribute by attribute","",31,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Conservative","","Not very strong conservative","","",56.4226083181385
874,"2020-11-23 07:58:14","R_1CBdHyIdQILyc3q","Yes","Yes","Yes",NA,NA,NA,96,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Extremely Important","Moderately Important","Very Important","Moderately Important","Extremely Important","Very Important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",25,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","Please send me more surveys. My MTURK ID is AA06VO3XJ6KZZ. My email id is gancucufau4399@yahoo.com. Thank you.",46.4847196984302
487,"2020-11-23 07:58:55","R_3EWr8XOVypLPbmb","Yes","Yes","Yes",NA,NA,NA,70,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Moderately Important","Not at all important","Slightly important","Moderately Important","Very Important","Not at all important","I used both (1) and (2)","",36,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",50.5637856648685
815,"2020-11-23 07:59:02","R_1eqREcVdL0ZeUJI","Yes","Yes","Yes",NA,NA,NA,59,70,"Person B","a job","Mental or Physical Health Issues","Slightly important","Very Important","Moderately Important","Neutral","Slightly important","Moderately Important","Very Important","Very Important","I compared the two persons attribute by attribute","",44,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","",33.3742080068621
2142,"2020-11-23 07:59:37","R_1d6nkIi64JWXmHr","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Low importance","Not at all important","Not at all important","Slightly important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",42,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",53.5994500111787
964,"2020-11-23 08:00:51","R_TdViNtzKj82Z0qJ","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Mental or Physical Health Issues","Extremely Important","Not at all important","Moderately Important","Neutral","Neutral","Extremely Important","Moderately Important","Moderately Important","I compared the two persons attribute by attribute","",25,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a part time student,I work part time","","Democrat","Strong","","","Conservative","","Strong conservative","","",20.1783161655018
507,"2020-11-23 08:02:41","R_zbSLbI6JOkPf94t","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Low importance","Slightly important","Low importance","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",26,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Independent","","","Closer to the Democratic Party","Moderate","","","Neither","",23.7083998410284
518,"2020-11-23 08:02:46","R_3rMwOHQI0p9cnH6","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Extremely Important","Not at all important","Moderately Important","Extremely Important","Not at all important","Not at all important","I used both (1) and (2)","",28,"Caucasian/White (non-Hispanic)","","Some college, but no degree","Other","Disabled","Independent","","","Closer to the Democratic Party","Liberal","Strong liberal","","","",46.8568274411039
