Upbringing,Age,Criminal History,Occupation,Children,Health Issues,Race,Political Affiliation,answer,slider,responseid,question_index,condition_service_question,condition_slider
Grew up middle class,40,None,janitor,No kids,Generally Healthy,Hispanic,Republican,0,4,R_2VPaxRrA0RpqgHq,5,2,2
Grew up middle class,20,Prior history of non-violent crime,nurse,Two kids,Mental health issues,Hispanic,None specified,0,7,R_2DMPECSWBOl4uxK,5,11,2
Grew up upper class,20,None,firefighter,No kids,Mental health issues,Hispanic,Republican,1,7,R_2DMPECSWBOl4uxK,5,11,2
Grew up poor,20,None,banker,Two kids,Diabetic,Hispanic,Democrat,0,7,R_2pL9etoW2ct6Sfc,5,15,2
Grew up poor,40,Prior history of violent crime,banker,No kids,Physically disabled,Asian,Republican,1,7,R_2pL9etoW2ct6Sfc,5,15,2
Grew up poor,40,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Hispanic,Republican,0,4,R_30efcoUgozxjSeS,5,13,2
Grew up upper class,70,Prior history of non-violent crime,nurse,Two kids,Physically disabled,White,Republican,1,4,R_30efcoUgozxjSeS,5,13,2
Grew up upper class,70,Prior history of non-violent crime,firefighter,No kids,Mental health issues,Hispanic,Republican,0,6,R_ROn8NijR52aMPsZ,5,4,2
Grew up middle class,20,Prior history of non-violent crime,janitor,No kids,Mental health issues,Asian,None specified,1,6,R_ROn8NijR52aMPsZ,5,4,2
Grew up upper class,20,Prior history of non-violent crime,firefighter,Two kids,Diabetic,Black,Republican,0,7,R_3e2HVLhZnUMyL0O,5,4,2
Grew up upper class,40,Prior history of non-violent crime,doctor,No kids,Mental health issues,Asian,None specified,1,7,R_3e2HVLhZnUMyL0O,5,4,2
Grew up upper class,20,Prior history of violent crime,unemployed,Two kids,Generally Healthy,Asian,None specified,1,7,R_2rJb3iGEllM2Bk9,5,11,2
Grew up poor,70,Prior history of violent crime,banker,No kids,Mental health issues,Asian,Democrat,0,7,R_2rJb3iGEllM2Bk9,5,11,2
Grew up middle class,70,Prior history of non-violent crime,firefighter,No kids,Physically disabled,White,Democrat,0,6,R_1OIGopAdct6Zolm,5,8,2
Grew up upper class,70,None,Instacart shopper,Two kids,Generally Healthy,White,Democrat,1,6,R_1OIGopAdct6Zolm,5,8,2
Grew up upper class,70,Prior history of violent crime,Instacart shopper,Two kids,Generally Healthy,White,Republican,0,7,R_3HoH6eG2xpLlDug,5,9,2
Grew up middle class,70,Prior history of non-violent crime,banker,No kids,Diabetic,Black,Republican,1,7,R_3HoH6eG2xpLlDug,5,9,2
Grew up poor,20,Prior history of non-violent crime,janitor,Two kids,Generally Healthy,White,None specified,1,7,R_8DrQ2QeGqaKYiNb,5,7,2
Grew up middle class,40,Prior history of violent crime,scientist,No kids,Physically disabled,Black,None specified,0,7,R_8DrQ2QeGqaKYiNb,5,7,2
Grew up poor,70,None,scientist,No kids,Mental health issues,Hispanic,None specified,0,7,R_3GBVLCa4zVJVSCf,5,3,2
Grew up middle class,70,None,firefighter,Two kids,Mental health issues,White,Democrat,1,7,R_3GBVLCa4zVJVSCf,5,3,2
Grew up upper class,70,Prior history of violent crime,unemployed,Two kids,Diabetic,Hispanic,Democrat,0,6,R_3FJQUtMO8ZXSJnS,5,1,2
Grew up upper class,40,Prior history of non-violent crime,doctor,Two kids,Physically disabled,White,None specified,1,6,R_3FJQUtMO8ZXSJnS,5,1,2
Grew up upper class,70,Prior history of non-violent crime,janitor,No kids,Diabetic,Asian,Republican,0,7,R_3q7jgmwkVk2VFwe,5,11,2
Grew up poor,40,Prior history of violent crime,banker,No kids,Generally Healthy,Hispanic,None specified,1,7,R_3q7jgmwkVk2VFwe,5,11,2
Grew up poor,40,Prior history of non-violent crime,nurse,No kids,Physically disabled,Black,Republican,0,7,R_3PdC44yVVD0eFmW,5,6,2
Grew up poor,70,Prior history of violent crime,unemployed,Two kids,Generally Healthy,Hispanic,Democrat,1,7,R_3PdC44yVVD0eFmW,5,6,2
Grew up upper class,20,Prior history of violent crime,scientist,No kids,Physically disabled,Asian,Democrat,0,7,R_2e2nx8O1ZqGC4cd,5,6,2
Grew up upper class,70,Prior history of non-violent crime,artist,No kids,Mental health issues,Black,Democrat,1,7,R_2e2nx8O1ZqGC4cd,5,6,2
Grew up upper class,20,None,doctor,Two kids,Generally Healthy,White,None specified,0,5,R_3n96qq12O5loCsR,5,6,2
Grew up poor,40,Prior history of non-violent crime,banker,No kids,Physically disabled,Asian,Democrat,1,5,R_3n96qq12O5loCsR,5,6,2
Grew up poor,20,Prior history of non-violent crime,banker,Two kids,Diabetic,Black,Democrat,0,5,R_2wKYx9VMxaDKVoV,5,9,2
Grew up poor,20,Prior history of non-violent crime,Instacart shopper,Two kids,Diabetic,White,Democrat,1,5,R_2wKYx9VMxaDKVoV,5,9,2
Grew up middle class,40,None,firefighter,Two kids,Mental health issues,Black,None specified,1,6,R_1NqR7TKAhWWd48o,5,12,2
Grew up poor,70,None,janitor,No kids,Diabetic,White,Republican,0,6,R_1NqR7TKAhWWd48o,5,12,2
Grew up poor,20,Prior history of non-violent crime,unemployed,No kids,Mental health issues,Black,Republican,0,6,R_3EBeytl1Q1NxlIC,5,5,2
Grew up poor,40,None,banker,Two kids,Diabetic,Asian,Republican,1,6,R_3EBeytl1Q1NxlIC,5,5,2
Grew up middle class,20,None,artist,Two kids,Mental health issues,White,Democrat,1,6,R_3PBzzv6vanfS7Jf,5,4,2
Grew up poor,40,None,artist,No kids,Physically disabled,Black,None specified,0,6,R_3PBzzv6vanfS7Jf,5,4,2
Grew up poor,70,None,banker,Two kids,Diabetic,White,None specified,1,5,R_3kBrBSdEQY8g5IZ,5,4,2
Grew up poor,40,Prior history of non-violent crime,firefighter,Two kids,Diabetic,White,None specified,0,5,R_3kBrBSdEQY8g5IZ,5,4,2
Grew up upper class,70,None,Instacart shopper,Two kids,Diabetic,White,Democrat,1,5,R_2qg5Oen9vG15ki6,5,9,2
Grew up middle class,40,Prior history of violent crime,janitor,No kids,Mental health issues,Hispanic,Democrat,0,5,R_2qg5Oen9vG15ki6,5,9,2
Grew up middle class,20,None,artist,No kids,Physically disabled,White,Republican,0,7,R_2ZBIuy2Ig6cBmSs,5,8,2
Grew up upper class,70,Prior history of violent crime,doctor,No kids,Physically disabled,Asian,Republican,1,7,R_2ZBIuy2Ig6cBmSs,5,8,2
Grew up poor,70,None,janitor,No kids,Generally Healthy,White,Republican,1,4,R_CmETuB80NF6Mqt3,5,6,2
Grew up upper class,70,Prior history of non-violent crime,scientist,Two kids,Physically disabled,Asian,Democrat,0,4,R_CmETuB80NF6Mqt3,5,6,2
Grew up upper class,20,Prior history of violent crime,banker,Two kids,Generally Healthy,Hispanic,Democrat,1,6,R_3noRWw7soikzRQS,5,12,2
Grew up poor,70,None,scientist,No kids,Physically disabled,Hispanic,None specified,0,6,R_3noRWw7soikzRQS,5,12,2
Grew up upper class,40,Prior history of non-violent crime,janitor,Two kids,Diabetic,White,None specified,1,7,R_1pm7wDy6pIsy3g4,5,8,2
Grew up upper class,40,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Black,None specified,0,7,R_1pm7wDy6pIsy3g4,5,8,2
Grew up poor,70,Prior history of violent crime,banker,Two kids,Mental health issues,Black,None specified,1,5,R_2rZb2TyIdVeQVjD,5,5,2
Grew up upper class,70,Prior history of violent crime,doctor,No kids,Generally Healthy,Black,None specified,0,5,R_2rZb2TyIdVeQVjD,5,5,2
Grew up middle class,40,Prior history of non-violent crime,artist,No kids,Diabetic,Asian,Republican,0,7,R_pxAxYjtA9w3ugzT,5,12,2
Grew up middle class,20,Prior history of violent crime,banker,No kids,Generally Healthy,Hispanic,None specified,1,7,R_pxAxYjtA9w3ugzT,5,12,2
Grew up middle class,70,Prior history of non-violent crime,artist,Two kids,Diabetic,Hispanic,Republican,0,7,R_2pS5JS9Mq6Wk5if,5,13,2
Grew up poor,40,None,artist,No kids,Generally Healthy,Black,Republican,1,7,R_2pS5JS9Mq6Wk5if,5,13,2
Grew up poor,40,None,artist,No kids,Diabetic,Asian,Democrat,1,6,R_2R54QUw0PBc2aYi,5,11,2
Grew up poor,70,Prior history of violent crime,banker,Two kids,Generally Healthy,Hispanic,Democrat,0,6,R_2R54QUw0PBc2aYi,5,11,2
Grew up middle class,70,None,Instacart shopper,Two kids,Mental health issues,Asian,Republican,0,3,R_3G0nMPE9HqCat8T,5,5,2
Grew up poor,70,Prior history of non-violent crime,janitor,Two kids,Physically disabled,Asian,Democrat,1,3,R_3G0nMPE9HqCat8T,5,5,2
Grew up upper class,70,Prior history of violent crime,firefighter,No kids,Mental health issues,White,None specified,1,5,R_2uQmjQFvLb7dTla,5,1,2
Grew up middle class,20,Prior history of violent crime,scientist,Two kids,Generally Healthy,Black,None specified,0,5,R_2uQmjQFvLb7dTla,5,1,2
Grew up middle class,70,Prior history of non-violent crime,doctor,Two kids,Mental health issues,White,Democrat,0,5,R_D5X3PP9Mz2j1gDn,5,16,2
Grew up poor,70,Prior history of violent crime,nurse,No kids,Mental health issues,White,None specified,1,5,R_D5X3PP9Mz2j1gDn,5,16,2
Grew up upper class,70,Prior history of non-violent crime,firefighter,No kids,Physically disabled,Black,Republican,0,7,R_ZqwmUDbDTL0Bn3z,5,2,2
Grew up upper class,40,Prior history of violent crime,firefighter,No kids,Diabetic,Black,Democrat,1,7,R_ZqwmUDbDTL0Bn3z,5,2,2
Grew up upper class,20,Prior history of violent crime,Instacart shopper,No kids,Generally Healthy,Asian,Democrat,1,5,R_3OlFoZXzo6P5aVL,5,7,2
Grew up poor,40,None,artist,Two kids,Generally Healthy,White,Democrat,0,5,R_3OlFoZXzo6P5aVL,5,7,2
Grew up middle class,40,Prior history of non-violent crime,banker,Two kids,Generally Healthy,Hispanic,None specified,1,7,R_2xJzO4Q9nIEDOgI,5,15,2
Grew up middle class,20,None,scientist,No kids,Generally Healthy,Asian,Democrat,0,7,R_2xJzO4Q9nIEDOgI,5,15,2
Grew up upper class,40,Prior history of violent crime,nurse,No kids,Generally Healthy,Black,Republican,1,7,R_2zi3R8DlOghoINn,5,8,2
Grew up middle class,70,None,janitor,Two kids,Physically disabled,Black,None specified,0,7,R_2zi3R8DlOghoINn,5,8,2
Grew up upper class,20,Prior history of non-violent crime,banker,Two kids,Physically disabled,Asian,None specified,0,4,R_2ToDWMJs8uXlI8t,5,3,2
Grew up middle class,40,Prior history of non-violent crime,nurse,No kids,Generally Healthy,Black,Democrat,1,4,R_2ToDWMJs8uXlI8t,5,3,2
Grew up upper class,20,None,scientist,No kids,Physically disabled,White,Republican,0,6,R_3LgMsb2IByZiRzc,5,2,2
Grew up poor,40,Prior history of violent crime,scientist,No kids,Physically disabled,Hispanic,Republican,1,6,R_3LgMsb2IByZiRzc,5,2,2
Grew up upper class,40,Prior history of non-violent crime,banker,No kids,Mental health issues,Hispanic,Republican,0,5,R_8k6BsLdW2wSYp8t,5,10,2
Grew up middle class,20,Prior history of non-violent crime,unemployed,No kids,Physically disabled,White,Democrat,1,5,R_8k6BsLdW2wSYp8t,5,10,2
Grew up upper class,20,None,unemployed,No kids,Physically disabled,Asian,Republican,0,5,R_2VlPexhNzdtUcur,5,1,2
Grew up middle class,70,None,artist,No kids,Physically disabled,Hispanic,Republican,1,5,R_2VlPexhNzdtUcur,5,1,2
Grew up upper class,70,Prior history of non-violent crime,firefighter,Two kids,Diabetic,Hispanic,Democrat,0,6,R_2uPMn71wNk7s4Th,5,13,2
Grew up upper class,40,None,Instacart shopper,Two kids,Physically disabled,Hispanic,Republican,1,6,R_2uPMn71wNk7s4Th,5,13,2
Grew up middle class,40,None,banker,No kids,Mental health issues,Asian,Democrat,0,6,R_RIwvWjhcaCbfZ6h,5,2,2
Grew up upper class,70,Prior history of non-violent crime,nurse,Two kids,Mental health issues,Asian,None specified,1,6,R_RIwvWjhcaCbfZ6h,5,2,2
Grew up poor,20,None,nurse,Two kids,Generally Healthy,Black,None specified,0,4,R_Z4cfcN7nbifA921,5,2,2
Grew up poor,20,None,artist,Two kids,Diabetic,Asian,Democrat,1,4,R_Z4cfcN7nbifA921,5,2,2
Grew up middle class,40,None,doctor,Two kids,Physically disabled,Black,None specified,1,5,R_3fGZ2pGsDO47rzI,5,15,2
Grew up middle class,20,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,White,None specified,0,5,R_3fGZ2pGsDO47rzI,5,15,2
Grew up upper class,70,None,nurse,No kids,Mental health issues,White,Republican,0,6,R_3PUmjUbGUAJPh5m,5,11,2
Grew up middle class,70,Prior history of non-violent crime,artist,No kids,Mental health issues,Asian,Democrat,1,6,R_3PUmjUbGUAJPh5m,5,11,2
Grew up upper class,20,None,firefighter,Two kids,Generally Healthy,Hispanic,None specified,1,5,R_27KG8aYiRN56Cpn,5,2,2
Grew up upper class,40,Prior history of non-violent crime,artist,No kids,Physically disabled,White,Republican,0,5,R_27KG8aYiRN56Cpn,5,2,2
Grew up upper class,70,Prior history of violent crime,janitor,No kids,Mental health issues,Hispanic,None specified,1,5,R_1JPffzViZuT8OvR,5,7,2
Grew up middle class,40,None,banker,Two kids,Physically disabled,Asian,None specified,0,5,R_1JPffzViZuT8OvR,5,7,2
Grew up poor,40,None,artist,Two kids,Generally Healthy,Asian,Republican,0,6,R_3RsCvgacKiAYvTb,5,4,2
Grew up poor,40,None,Instacart shopper,No kids,Mental health issues,Asian,Republican,1,6,R_3RsCvgacKiAYvTb,5,4,2
Grew up poor,40,Prior history of violent crime,nurse,Two kids,Diabetic,White,None specified,1,3,R_1OOk9AsePT1yvRm,5,9,2
Grew up poor,40,Prior history of violent crime,scientist,No kids,Mental health issues,Hispanic,None specified,0,3,R_1OOk9AsePT1yvRm,5,9,2
Grew up poor,70,Prior history of violent crime,doctor,Two kids,Physically disabled,Hispanic,Democrat,0,7,R_2U8XeqlKJ93pbjH,5,11,2
Grew up middle class,70,None,firefighter,No kids,Generally Healthy,Black,None specified,1,7,R_2U8XeqlKJ93pbjH,5,11,2
Grew up upper class,70,Prior history of violent crime,firefighter,Two kids,Generally Healthy,White,Republican,1,5,R_2wuEJvIEkegO4xL,5,11,2
Grew up upper class,70,Prior history of non-violent crime,janitor,No kids,Mental health issues,Asian,Republican,0,5,R_2wuEJvIEkegO4xL,5,11,2
Grew up upper class,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,Asian,None specified,0,4,R_tVEsHfSZHWtWA7L,5,7,2
Grew up upper class,20,Prior history of non-violent crime,firefighter,No kids,Physically disabled,White,None specified,1,4,R_tVEsHfSZHWtWA7L,5,7,2
Grew up upper class,20,Prior history of non-violent crime,scientist,Two kids,Physically disabled,Hispanic,Democrat,1,6,R_2E3O39gw7Id8r6j,5,13,2
Grew up upper class,20,Prior history of violent crime,nurse,Two kids,Generally Healthy,Hispanic,None specified,0,6,R_2E3O39gw7Id8r6j,5,13,2
Grew up middle class,70,Prior history of violent crime,janitor,No kids,Diabetic,Black,Republican,1,5,R_333JwI5aLKaPpec,5,9,2
Grew up upper class,20,Prior history of violent crime,banker,No kids,Mental health issues,Hispanic,Democrat,0,5,R_333JwI5aLKaPpec,5,9,2
Grew up upper class,40,Prior history of violent crime,doctor,No kids,Diabetic,White,Republican,1,6,R_20YbqFi0i9LhNrp,5,10,2
Grew up poor,40,None,Instacart shopper,No kids,Physically disabled,Hispanic,None specified,0,6,R_20YbqFi0i9LhNrp,5,10,2
Grew up upper class,40,Prior history of violent crime,Instacart shopper,No kids,Physically disabled,Asian,Democrat,0,4,R_1gtkNVE0qswvNX8,5,13,2
Grew up poor,40,None,firefighter,Two kids,Mental health issues,Black,Republican,1,4,R_1gtkNVE0qswvNX8,5,13,2
Grew up upper class,40,None,nurse,No kids,Generally Healthy,White,None specified,1,6,R_1mDymo8GHydgWiH,5,15,2
Grew up poor,20,None,banker,No kids,Diabetic,Asian,Republican,0,6,R_1mDymo8GHydgWiH,5,15,2
Grew up poor,40,Prior history of non-violent crime,Instacart shopper,No kids,Generally Healthy,Asian,Democrat,0,6,R_TvLRM3DIPWzPAs1,5,1,2
Grew up poor,70,Prior history of non-violent crime,nurse,Two kids,Mental health issues,Black,Republican,1,6,R_TvLRM3DIPWzPAs1,5,1,2
Grew up upper class,70,Prior history of violent crime,firefighter,Two kids,Physically disabled,Hispanic,None specified,0,3,R_3L6JqgucgAScRzv,5,3,2
Grew up upper class,70,None,scientist,No kids,Mental health issues,Black,None specified,1,3,R_3L6JqgucgAScRzv,5,3,2
Grew up middle class,40,Prior history of violent crime,firefighter,Two kids,Diabetic,White,Democrat,1,6,R_3p08DN3NsoOydoe,5,10,2
Grew up poor,40,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Asian,None specified,0,6,R_3p08DN3NsoOydoe,5,10,2
Grew up poor,70,Prior history of violent crime,doctor,Two kids,Mental health issues,White,Democrat,0,4,R_dm2OvDN2oCBNf4R,5,1,2
Grew up upper class,70,Prior history of non-violent crime,nurse,Two kids,Mental health issues,Hispanic,Democrat,1,4,R_dm2OvDN2oCBNf4R,5,1,2
Grew up upper class,40,Prior history of violent crime,unemployed,Two kids,Mental health issues,Hispanic,Democrat,1,6,R_1Nhud1BZPmybmtC,5,16,2
Grew up poor,70,Prior history of violent crime,firefighter,Two kids,Diabetic,Asian,Democrat,0,6,R_1Nhud1BZPmybmtC,5,16,2
Grew up middle class,70,Prior history of violent crime,nurse,No kids,Generally Healthy,Asian,Republican,1,5,R_3j03q04SertIDEx,5,5,2
Grew up poor,40,Prior history of violent crime,janitor,No kids,Generally Healthy,Black,None specified,0,5,R_3j03q04SertIDEx,5,5,2
Grew up poor,20,Prior history of non-violent crime,scientist,No kids,Generally Healthy,Hispanic,Democrat,0,2,R_0UIhNDcC8fWJ6ZX,5,8,2
Grew up upper class,40,None,artist,Two kids,Generally Healthy,Black,Republican,1,2,R_0UIhNDcC8fWJ6ZX,5,8,2
Grew up middle class,40,Prior history of violent crime,janitor,No kids,Physically disabled,Black,Republican,0,6,R_3HZcUSITJGygtTn,5,15,2
Grew up poor,40,None,janitor,Two kids,Physically disabled,Black,None specified,1,6,R_3HZcUSITJGygtTn,5,15,2
Grew up middle class,70,Prior history of non-violent crime,unemployed,No kids,Diabetic,White,Republican,1,6,R_PFEJSyR81JzfSy5,5,11,2
Grew up poor,20,None,scientist,No kids,Diabetic,Asian,Democrat,0,6,R_PFEJSyR81JzfSy5,5,11,2
Grew up poor,40,Prior history of violent crime,firefighter,No kids,Physically disabled,Asian,None specified,0,1,R_30pcx4GoGkDTvWg,5,12,2
Grew up middle class,40,Prior history of violent crime,scientist,No kids,Generally Healthy,Asian,Democrat,1,1,R_30pcx4GoGkDTvWg,5,12,2
Grew up middle class,20,Prior history of violent crime,unemployed,No kids,Physically disabled,Asian,Democrat,1,6,R_3qaOqdIwLeIp4nh,5,3,2
Grew up upper class,40,Prior history of non-violent crime,firefighter,Two kids,Generally Healthy,White,None specified,0,6,R_3qaOqdIwLeIp4nh,5,3,2
Grew up middle class,70,Prior history of non-violent crime,nurse,Two kids,Physically disabled,White,Republican,1,6,R_6iejyXQhRzYpR5f,5,3,2
Grew up poor,40,Prior history of non-violent crime,firefighter,No kids,Generally Healthy,Hispanic,None specified,0,6,R_6iejyXQhRzYpR5f,5,3,2
Grew up poor,40,Prior history of non-violent crime,firefighter,No kids,Physically disabled,White,Democrat,1,1,R_R8gutsaEQn2fnu9,5,16,2
Grew up upper class,70,None,banker,No kids,Diabetic,White,Republican,0,1,R_R8gutsaEQn2fnu9,5,16,2
Grew up upper class,40,Prior history of non-violent crime,unemployed,No kids,Generally Healthy,Asian,Democrat,1,3,R_1IviAtic1aS0gH4,5,12,2
Grew up upper class,70,Prior history of non-violent crime,Instacart shopper,Two kids,Mental health issues,Hispanic,None specified,0,3,R_1IviAtic1aS0gH4,5,12,2
Grew up middle class,70,Prior history of violent crime,nurse,No kids,Mental health issues,Hispanic,None specified,0,6,R_2ePyzEOIxItlVmU,5,5,2
Grew up poor,20,None,artist,Two kids,Diabetic,White,Republican,1,6,R_2ePyzEOIxItlVmU,5,5,2
Grew up poor,40,None,janitor,No kids,Generally Healthy,Black,Republican,1,7,R_29w3xZ5Hkbi0ikh,5,9,2
Grew up poor,20,Prior history of violent crime,janitor,No kids,Physically disabled,Black,Republican,0,7,R_29w3xZ5Hkbi0ikh,5,9,2
Grew up middle class,70,None,janitor,Two kids,Diabetic,White,Democrat,1,7,R_2TtV6jHziURwrfr,5,16,2
Grew up poor,20,Prior history of violent crime,janitor,No kids,Mental health issues,White,None specified,0,7,R_2TtV6jHziURwrfr,5,16,2
Grew up middle class,40,Prior history of violent crime,Instacart shopper,Two kids,Mental health issues,White,None specified,1,1,R_27d53X37mVGMVfR,5,5,2
Grew up middle class,40,Prior history of violent crime,artist,Two kids,Mental health issues,Black,Republican,0,1,R_27d53X37mVGMVfR,5,5,2
Grew up middle class,70,None,nurse,No kids,Generally Healthy,Hispanic,None specified,1,5,R_2dSXXTPWjGJKCGf,5,10,2
Grew up middle class,70,None,unemployed,Two kids,Generally Healthy,Hispanic,Democrat,0,5,R_2dSXXTPWjGJKCGf,5,10,2
Grew up middle class,20,Prior history of violent crime,janitor,Two kids,Diabetic,White,Republican,1,7,R_Tve6SGAdliBGhb3,5,4,2
